content,score,at,translated_content,cleaned_content,tokenized_content,stopword_removed_content,stemmed_content,sentiment_score,predicted_rating,sentiment_category,ulasan_bersih
Kenapa mau langganan amat sangat susah si.. ini mau ganti gmail aja kagak bisa2..niat ga si bikin apliasi lengkapi menu pengaturanya dong biar orang lebih gampang buat akses. Perbandinganya beda bngt ama netflix bener2 ribet ini aplikasi,1,2022-11-13 12:29:09,Kenapa berlangganannya susah sekali SI.. ini akan menggantikan Gmail hanya untuk bisa melakukannya.. Perbandingannya adalah netflix bener2 rib dari aplikasi ini,kenapa berlangganannya susah sekali si ini akan menggantikan gmail hanya untuk bisa melakukannya perbandingannya adalah netflix bener rib dari aplikasi ini,"['kenapa', 'berlangganannya', 'susah', 'sekali', 'si', 'ini', 'akan', 'menggantikan', 'gmail', 'hanya', 'untuk', 'bisa', 'melakukannya', 'perbandingannya', 'adalah', 'netflix', 'bener', 'rib', 'dari', 'aplikasi', 'ini']","['berlangganannya', 'susah', 'si', 'menggantikan', 'gmail', 'melakukannya', 'perbandingannya', 'netflix', 'bener', 'rib', 'aplikasi']","['langgan', 'susah', 'si', 'ganti', 'gmail', 'laku', 'banding', 'netflix', 'bener', 'rib', 'aplikasi']",-12,1,Negatif,langgan susah si ganti gmail laku banding netflix bener rib aplikasi
Banyak scene yg terskip....,2,2022-11-13 11:05:57,Banyak scene yg terskip....,banyak scene yg terskip,"['banyak', 'scene', 'yg', 'terskip']","['scene', 'yg', 'terskip']","['scene', 'yg', 'skip']",0,3,Netral,scene yg skip
"Layar gelap nggak ada gambar cuma ada suara dan teksnya doang,,ini kenapa ???",2,2022-11-13 08:55:11,"Layar gelap nggak ada gambar cuma ada suara dan teksnya doang,,ini kenapa ???",layar gelap nggak ada gambar cuma ada suara dan teksnya doangini kenapa,"['layar', 'gelap', 'nggak', 'ada', 'gambar', 'cuma', 'ada', 'suara', 'dan', 'teksnya', 'doangini', 'kenapa']","['layar', 'gelap', 'nggak', 'gambar', 'suara', 'teksnya', 'doangini']","['layar', 'gelap', 'nggak', 'gambar', 'suara', 'teks', 'doangini']",-14,1,Negatif,layar gelap nggak gambar suara teks doangini
Good,5,2022-11-13 06:41:34,Bagus,bagus,['bagus'],['bagus'],['bagus'],-4,2,Negatif,bagus
I like,5,2022-11-12 17:06:07,saya suka,saya suka,"['saya', 'suka']",['suka'],['suka'],-1,2,Negatif,suka
"Kukira film nya kumplit,kenapa harus langganan aplikasi ini,😂😂😂, cari itu gk ada,cari ini gk ada rugi sih enggak ,tapi nyesek nya itu loh",2,2022-11-12 17:00:31,"Kukira film nya kumplit,kenapa harus langganan aplikasi ini,😂😂😂, cari itu gk ada,cari ini gk ada rugi sih enggak ,tapi nyesek nya itu loh",kukira film nya kumplitkenapa harus langganan aplikasi ini😂😂😂 cari itu gk adacari ini gk ada rugi sih enggak tapi nyesek nya itu loh,"['kukira', 'film', 'nya', 'kumplitkenapa', 'harus', 'langganan', 'aplikasi', 'ini😂😂😂', 'cari', 'itu', 'gk', 'adacari', 'ini', 'gk', 'ada', 'rugi', 'sih', 'enggak', 'tapi', 'nyesek', 'nya', 'itu', 'loh']","['kukira', 'film', 'nya', 'kumplitkenapa', 'langganan', 'aplikasi', 'ini😂😂😂', 'cari', 'gk', 'adacari', 'gk', 'rugi', 'sih', 'nyesek', 'nya', 'loh']","['kira', 'film', 'nya', 'kumplitkenapa', 'langgan', 'aplikasi', 'ini', 'cari', 'gk', 'adacari', 'gk', 'rugi', 'sih', 'nyesek', 'nya', 'loh']",-16,1,Negatif,kira film nya kumplitkenapa langgan aplikasi ini cari gk adacari gk rugi sih nyesek nya loh
Ko bayar sih gak puas kalo seperti ini,1,2022-11-12 16:38:16,Ko bayar sih gak puas kalo seperti ini,ko bayar sih gak puas kalo seperti ini,"['ko', 'bayar', 'sih', 'gak', 'puas', 'kalo', 'seperti', 'ini']","['ko', 'bayar', 'sih', 'gak', 'puas', 'kalo']","['ko', 'bayar', 'sih', 'gak', 'puas', 'kalo']",0,3,Netral,ko bayar sih gak puas kalo
Mantap bangetsih paketnya murah banyak tontonan yang menarik lagi semoga gak nemu bug bug apapun itu,5,2022-11-12 15:26:08,Mantap bangetsih paketnya murah banyak tontonan yang menarik lagi semoga gak nemu bug bug apapun itu,mantap bangetsih paketnya murah banyak tontonan yang menarik lagi semoga gak nemu bug bug apapun itu,"['mantap', 'bangetsih', 'paketnya', 'murah', 'banyak', 'tontonan', 'yang', 'menarik', 'lagi', 'semoga', 'gak', 'nemu', 'bug', 'bug', 'apapun', 'itu']","['mantap', 'bangetsih', 'paketnya', 'murah', 'tontonan', 'menarik', 'semoga', 'gak', 'nemu', 'bug', 'bug', 'apapun']","['mantap', 'bangetsih', 'paket', 'murah', 'tonton', 'tarik', 'moga', 'gak', 'nemu', 'bug', 'bug', 'apa']",1,4,Positif,mantap bangetsih paket murah tonton tarik moga gak nemu bug bug apa
Gak bisa login ke TV padahal udah ngikutin arahan. Sering macet2 pas nntn kayak nntn CD daripada HD.,2,2022-11-12 10:04:41,Gak bisa login ke TV padahal udah ngikutin arahan. Sering macet2 pas nntn kayak nntn CD daripada HD.,gak bisa login ke tv padahal udah ngikutin arahan sering macet pas nntn kayak nntn cd daripada hd,"['gak', 'bisa', 'login', 'ke', 'tv', 'padahal', 'udah', 'ngikutin', 'arahan', 'sering', 'macet', 'pas', 'nntn', 'kayak', 'nntn', 'cd', 'daripada', 'hd']","['gak', 'login', 'tv', 'udah', 'ngikutin', 'arahan', 'macet', 'pas', 'nntn', 'kayak', 'nntn', 'cd', 'hd']","['gak', 'login', 'tv', 'udah', 'ngikutin', 'arah', 'macet', 'pas', 'nntn', 'kayak', 'nntn', 'cd', 'hd']",-6,1,Negatif,gak login tv udah ngikutin arah macet pas nntn kayak nntn cd hd
Sudah langganan. Mau nonton film gak bisa cuma bufering aja padahal WiFi kuat. Mau nonton di tv cuma tmpilan biru aja gak bisa masuk ke beranda,2,2022-11-12 09:44:05,Sudah berlangganan. Ingin menonton film tidak hanya buffering saat wifi kuat. Ingin menonton TV hanya biru dan tidak bisa sampai ke balkon,sudah berlangganan ingin menonton film tidak hanya buffering saat wifi kuat ingin menonton tv hanya biru dan tidak bisa sampai ke balkon,"['sudah', 'berlangganan', 'ingin', 'menonton', 'film', 'tidak', 'hanya', 'buffering', 'saat', 'wifi', 'kuat', 'ingin', 'menonton', 'tv', 'hanya', 'biru', 'dan', 'tidak', 'bisa', 'sampai', 'ke', 'balkon']","['berlangganan', 'menonton', 'film', 'buffering', 'wifi', 'kuat', 'menonton', 'tv', 'biru', 'balkon']","['langgan', 'tonton', 'film', 'buffering', 'wifi', 'kuat', 'tonton', 'tv', 'biru', 'balkon']",-12,1,Negatif,langgan tonton film buffering wifi kuat tonton tv biru balkon
"Baru langganan tapi kenapa gak bisa play? Tulisannya ""kesalahan memutar konten ini karena layanan media tidak tersedia pada perangkat anda. Silahkan mulai ulang perangkat anda dan coba lagi. (PL-1000) Udah restart-shutdown tetep aja gak bisa play aneh Mending langganan N lagi dah dan kembalikan 200k saya",1,2022-11-12 06:51:05,"Baru langganan tapi kenapa gak bisa play? Tulisannya ""kesalahan memutar konten ini karena layanan media tidak tersedia pada perangkat anda. Silahkan mulai ulang perangkat anda dan coba lagi. (PL-1000) Udah restart-shutdown tetep aja gak bisa play aneh Mending langganan N lagi dah dan kembalikan 200k saya",baru langganan tapi kenapa gak bisa play tulisannya kesalahan memutar konten ini karena layanan media tidak tersedia pada perangkat anda silahkan mulai ulang perangkat anda dan coba lagi pl udah restartshutdown tetep aja gak bisa play aneh mending langganan n lagi dah dan kembalikan k saya,"['baru', 'langganan', 'tapi', 'kenapa', 'gak', 'bisa', 'play', 'tulisannya', 'kesalahan', 'memutar', 'konten', 'ini', 'karena', 'layanan', 'media', 'tidak', 'tersedia', 'pada', 'perangkat', 'anda', 'silahkan', 'mulai', 'ulang', 'perangkat', 'anda', 'dan', 'coba', 'lagi', 'pl', 'udah', 'restartshutdown', 'tetep', 'aja', 'gak', 'bisa', 'play', 'aneh', 'mending', 'langganan', 'n', 'lagi', 'dah', 'dan', 'kembalikan', 'k', 'saya']","['langganan', 'gak', 'play', 'tulisannya', 'kesalahan', 'memutar', 'konten', 'layanan', 'media', 'tersedia', 'perangkat', 'silahkan', 'ulang', 'perangkat', 'coba', 'pl', 'udah', 'restartshutdown', 'tetep', 'aja', 'gak', 'play', 'aneh', 'mending', 'langganan', 'n', 'dah', 'kembalikan', 'k']","['langgan', 'gak', 'play', 'tulis', 'salah', 'putar', 'konten', 'layan', 'media', 'sedia', 'perangkat', 'silah', 'ulang', 'perangkat', 'coba', 'pl', 'udah', 'restartshutdown', 'tetep', 'aja', 'gak', 'play', 'aneh', 'mending', 'langgan', 'n', 'dah', 'kembali', 'k']",-7,1,Negatif,langgan gak play tulis salah putar konten layan media sedia perangkat silah ulang perangkat coba pl udah restartshutdown tetep aja gak play aneh mending langgan n dah kembali k
Film nya bagus²,5,2022-11-11 21:58:37,Film nya bagus²,film nya bagus²,"['film', 'nya', 'bagus²']","['film', 'nya', 'bagus²']","['film', 'nya', 'bagus']",-4,2,Negatif,film nya bagus
Bagus film nya,5,2022-11-11 21:37:44,Bagus film nya,bagus film nya,"['bagus', 'film', 'nya']","['bagus', 'film', 'nya']","['bagus', 'film', 'nya']",-4,2,Negatif,bagus film nya
"Sudah berlangganan dengan paket yang ditentukan tapi tetap saja keluar tulisan biru "" Berlangganan"" akhirnya film nya tidak bisa ditonton",1,2022-11-11 18:53:07,"Sudah berlangganan dengan paket yang ditentukan tapi tetap saja keluar tulisan biru "" Berlangganan"" akhirnya film nya tidak bisa ditonton",sudah berlangganan dengan paket yang ditentukan tapi tetap saja keluar tulisan biru berlangganan akhirnya film nya tidak bisa ditonton,"['sudah', 'berlangganan', 'dengan', 'paket', 'yang', 'ditentukan', 'tapi', 'tetap', 'saja', 'keluar', 'tulisan', 'biru', 'berlangganan', 'akhirnya', 'film', 'nya', 'tidak', 'bisa', 'ditonton']","['berlangganan', 'paket', 'ditentukan', 'tulisan', 'biru', 'berlangganan', 'film', 'nya', 'ditonton']","['langgan', 'paket', 'tentu', 'tulis', 'biru', 'langgan', 'film', 'nya', 'tonton']",1,4,Positif,langgan paket tentu tulis biru langgan film nya tonton
"Sdh berlangganan lewat paketan telkomsel tp gak bs nonton filmnya, sedih banget..",1,2022-11-11 18:49:38,"Sdh berlangganan lewat paketan telkomsel tp gak bs nonton filmnya, sedih banget..",sdh berlangganan lewat paketan telkomsel tp gak bs nonton filmnya sedih banget,"['sdh', 'berlangganan', 'lewat', 'paketan', 'telkomsel', 'tp', 'gak', 'bs', 'nonton', 'filmnya', 'sedih', 'banget']","['sdh', 'berlangganan', 'paketan', 'telkomsel', 'tp', 'gak', 'bs', 'nonton', 'filmnya', 'sedih', 'banget']","['sdh', 'langgan', 'paket', 'telkomsel', 'tp', 'gak', 'bs', 'nonton', 'film', 'sedih', 'banget']",2,4,Positif,sdh langgan paket telkomsel tp gak bs nonton film sedih banget
Good..,5,2022-11-11 17:56:43,Bagus..,bagus,['bagus'],['bagus'],['bagus'],-4,2,Negatif,bagus
"Sejauh ini saya cukup puas dengan semua fiturnya, apa lagi biaya langganannya yang ramah di kantong. Tapi jika ada fitur yang ingin aku minta tambahkan, aku cuma mau bilang 4 kata, ""Download ke kartu SD""",5,2022-11-11 14:24:23,"Sejauh ini saya cukup puas dengan semua fiturnya, apa lagi biaya langganannya yang ramah di kantong. Tapi jika ada fitur yang ingin aku minta tambahkan, aku cuma mau bilang 4 kata, ""Download ke kartu SD""",sejauh ini saya cukup puas dengan semua fiturnya apa lagi biaya langganannya yang ramah di kantong tapi jika ada fitur yang ingin aku minta tambahkan aku cuma mau bilang kata download ke kartu sd,"['sejauh', 'ini', 'saya', 'cukup', 'puas', 'dengan', 'semua', 'fiturnya', 'apa', 'lagi', 'biaya', 'langganannya', 'yang', 'ramah', 'di', 'kantong', 'tapi', 'jika', 'ada', 'fitur', 'yang', 'ingin', 'aku', 'minta', 'tambahkan', 'aku', 'cuma', 'mau', 'bilang', 'kata', 'download', 'ke', 'kartu', 'sd']","['puas', 'fiturnya', 'biaya', 'langganannya', 'ramah', 'kantong', 'fitur', 'tambahkan', 'bilang', 'download', 'kartu', 'sd']","['puas', 'fiturnya', 'biaya', 'langgan', 'ramah', 'kantong', 'fitur', 'tambah', 'bilang', 'download', 'kartu', 'sd']",6,5,Positif,puas fiturnya biaya langgan ramah kantong fitur tambah bilang download kartu sd
Menurut saya aplikasi ini bagus film luar yang saya suka berbahas Indonesia tapi sayang tidak semua film berbahasa Indonesia mohon perbanyak lagi film yang berbahasa Indonesia nya,4,2022-11-11 12:15:18,Menurut saya aplikasi ini bagus film luar yang saya suka berbahas Indonesia tapi sayang tidak semua film berbahasa Indonesia mohon perbanyak lagi film yang berbahasa Indonesia nya,menurut saya aplikasi ini bagus film luar yang saya suka berbahas indonesia tapi sayang tidak semua film berbahasa indonesia mohon perbanyak lagi film yang berbahasa indonesia nya,"['menurut', 'saya', 'aplikasi', 'ini', 'bagus', 'film', 'luar', 'yang', 'saya', 'suka', 'berbahas', 'indonesia', 'tapi', 'sayang', 'tidak', 'semua', 'film', 'berbahasa', 'indonesia', 'mohon', 'perbanyak', 'lagi', 'film', 'yang', 'berbahasa', 'indonesia', 'nya']","['aplikasi', 'bagus', 'film', 'suka', 'berbahas', 'indonesia', 'sayang', 'film', 'berbahasa', 'indonesia', 'mohon', 'perbanyak', 'film', 'berbahasa', 'indonesia', 'nya']","['aplikasi', 'bagus', 'film', 'suka', 'bahas', 'indonesia', 'sayang', 'film', 'bahasa', 'indonesia', 'mohon', 'banyak', 'film', 'bahasa', 'indonesia', 'nya']",-23,1,Negatif,aplikasi bagus film suka bahas indonesia sayang film bahasa indonesia mohon banyak film bahasa indonesia nya
Disney update ke versi android tv dong soal nya lebih asik layar lebar terima kasih,5,2022-11-11 09:57:01,Disney update ke versi android tv dong soal nya lebih asik layar lebar terima kasih,disney update ke versi android tv dong soal nya lebih asik layar lebar terima kasih,"['disney', 'update', 'ke', 'versi', 'android', 'tv', 'dong', 'soal', 'nya', 'lebih', 'asik', 'layar', 'lebar', 'terima', 'kasih']","['disney', 'update', 'versi', 'android', 'tv', 'nya', 'asik', 'layar', 'lebar', 'terima', 'kasih']","['disney', 'update', 'versi', 'android', 'tv', 'nya', 'asik', 'layar', 'lebar', 'terima', 'kasih']",2,4,Positif,disney update versi android tv nya asik layar lebar terima kasih
"Aplikasi sdh baik. Tapi masalah muncul sejak update ke versi 5.3.0 untuk android TV. Aplikasi tidak dapat memunculkan gambar (black screen) saat mencoba film/series yg ingin ditonton. Gambar hanya muncul saat di play. Dan, sdh berkali2 reset pabrik juga uninstal apalikasi tapi tetap begitu saja. Saya mencoba instal aplikasi di HP ternyata sama (black screen) padahal sinyal wifi full/stabil. Mohon segera diperbaiki oleh tim developer. Biar nyaman ditonton.",4,2022-11-11 09:16:39,"Aplikasi sdh baik. Tapi masalah muncul sejak update ke versi 5.3.0 untuk android TV. Aplikasi tidak dapat memunculkan gambar (black screen) saat mencoba film/series yg ingin ditonton. Gambar hanya muncul saat di play. Dan, sdh berkali2 reset pabrik juga uninstal apalikasi tapi tetap begitu saja. Saya mencoba instal aplikasi di HP ternyata sama (black screen) padahal sinyal wifi full/stabil. Mohon segera diperbaiki oleh tim developer. Biar nyaman ditonton.",aplikasi sdh baik tapi masalah muncul sejak update ke versi untuk android tv aplikasi tidak dapat memunculkan gambar black screen saat mencoba filmseries yg ingin ditonton gambar hanya muncul saat di play dan sdh berkali reset pabrik juga uninstal apalikasi tapi tetap begitu saja saya mencoba instal aplikasi di hp ternyata sama black screen padahal sinyal wifi fullstabil mohon segera diperbaiki oleh tim developer biar nyaman ditonton,"['aplikasi', 'sdh', 'baik', 'tapi', 'masalah', 'muncul', 'sejak', 'update', 'ke', 'versi', 'untuk', 'android', 'tv', 'aplikasi', 'tidak', 'dapat', 'memunculkan', 'gambar', 'black', 'screen', 'saat', 'mencoba', 'filmseries', 'yg', 'ingin', 'ditonton', 'gambar', 'hanya', 'muncul', 'saat', 'di', 'play', 'dan', 'sdh', 'berkali', 'reset', 'pabrik', 'juga', 'uninstal', 'apalikasi', 'tapi', 'tetap', 'begitu', 'saja', 'saya', 'mencoba', 'instal', 'aplikasi', 'di', 'hp', 'ternyata', 'sama', 'black', 'screen', 'padahal', 'sinyal', 'wifi', 'fullstabil', 'mohon', 'segera', 'diperbaiki', 'oleh', 'tim', 'developer', 'biar', 'nyaman', 'ditonton']","['aplikasi', 'sdh', 'muncul', 'update', 'versi', 'android', 'tv', 'aplikasi', 'memunculkan', 'gambar', 'black', 'screen', 'mencoba', 'filmseries', 'yg', 'ditonton', 'gambar', 'muncul', 'play', 'sdh', 'berkali', 'reset', 'pabrik', 'uninstal', 'apalikasi', 'mencoba', 'instal', 'aplikasi', 'hp', 'black', 'screen', 'sinyal', 'wifi', 'fullstabil', 'mohon', 'diperbaiki', 'tim', 'developer', 'biar', 'nyaman', 'ditonton']","['aplikasi', 'sdh', 'muncul', 'update', 'versi', 'android', 'tv', 'aplikasi', 'muncul', 'gambar', 'black', 'screen', 'coba', 'filmseries', 'yg', 'tonton', 'gambar', 'muncul', 'play', 'sdh', 'kali', 'reset', 'pabrik', 'uninstal', 'apalikasi', 'coba', 'instal', 'aplikasi', 'hp', 'black', 'screen', 'sinyal', 'wifi', 'fullstabil', 'mohon', 'baik', 'tim', 'developer', 'biar', 'nyaman', 'tonton']",-43,1,Negatif,aplikasi sdh muncul update versi android tv aplikasi muncul gambar black screen coba filmseries yg tonton gambar muncul play sdh kali reset pabrik uninstal apalikasi coba instal aplikasi hp black screen sinyal wifi fullstabil mohon baik tim developer biar nyaman tonton
Memaksa untuk bayar dah tau engga punya uang,1,2022-11-11 09:10:53,Memaksa untuk bayar dah tau engga punya uang,memaksa untuk bayar dah tau engga punya uang,"['memaksa', 'untuk', 'bayar', 'dah', 'tau', 'engga', 'punya', 'uang']","['memaksa', 'bayar', 'dah', 'tau', 'engga', 'uang']","['paksa', 'bayar', 'dah', 'tau', 'engga', 'uang']",-14,1,Negatif,paksa bayar dah tau engga uang
Bagus,4,2022-11-11 08:54:22,Bagus,bagus,['bagus'],['bagus'],['bagus'],-4,2,Negatif,bagus
Mantab lah menghibur di waktu luang + berkat bundling paket Telkomsel makin jos,5,2022-11-11 06:20:32,Mantab lah menghibur di waktu luang + berkat bundling paket Telkomsel makin jos,mantab lah menghibur di waktu luang berkat bundling paket telkomsel makin jos,"['mantab', 'lah', 'menghibur', 'di', 'waktu', 'luang', 'berkat', 'bundling', 'paket', 'telkomsel', 'makin', 'jos']","['mantab', 'menghibur', 'luang', 'berkat', 'bundling', 'paket', 'telkomsel', 'jos']","['mantab', 'hibur', 'luang', 'berkat', 'bundling', 'paket', 'telkomsel', 'jos']",2,4,Positif,mantab hibur luang berkat bundling paket telkomsel jos
Malas bayar,1,2022-11-11 02:01:48,Malas bayar,malas bayar,"['malas', 'bayar']","['malas', 'bayar']","['malas', 'bayar']",-7,1,Negatif,malas bayar
Login aja susah,2,2022-11-11 01:04:01,Login aja susah,login aja susah,"['login', 'aja', 'susah']","['login', 'aja', 'susah']","['login', 'aja', 'susah']",-2,2,Negatif,login aja susah
Bagus sih,1,2022-11-10 21:55:15,Bagus sih,bagus sih,"['bagus', 'sih']","['bagus', 'sih']","['bagus', 'sih']",-4,2,Negatif,bagus sih
berbayar anjing mahal pula tu,1,2022-11-10 21:42:52,berbayar anjing mahal pula tu,berbayar anjing mahal pula tu,"['berbayar', 'anjing', 'mahal', 'pula', 'tu']","['berbayar', 'anjing', 'mahal', 'tu']","['bayar', 'anjing', 'mahal', 'tu']",-6,1,Negatif,bayar anjing mahal tu
"Saya login pakai nomor By.Uyg kalo isi paket data di bundling langganan Disney 1 bulan, tapi kok di suruh langganan lagi",2,2022-11-10 21:38:12,"Saya login pakai nomor By.Uyg kalo isi paket data di bundling langganan Disney 1 bulan, tapi kok di suruh langganan lagi",saya login pakai nomor byuyg kalo isi paket data di bundling langganan disney bulan tapi kok di suruh langganan lagi,"['saya', 'login', 'pakai', 'nomor', 'byuyg', 'kalo', 'isi', 'paket', 'data', 'di', 'bundling', 'langganan', 'disney', 'bulan', 'tapi', 'kok', 'di', 'suruh', 'langganan', 'lagi']","['login', 'pakai', 'nomor', 'byuyg', 'kalo', 'isi', 'paket', 'data', 'bundling', 'langganan', 'disney', 'suruh', 'langganan']","['login', 'pakai', 'nomor', 'byuyg', 'kalo', 'isi', 'paket', 'data', 'bundling', 'langgan', 'disney', 'suruh', 'langgan']",-2,2,Negatif,login pakai nomor byuyg kalo isi paket data bundling langgan disney suruh langgan
Nice. Selalu jadi yg terbaik,5,2022-11-10 20:23:42,Nice. Selalu jadi yg terbaik,nice selalu jadi yg terbaik,"['nice', 'selalu', 'jadi', 'yg', 'terbaik']","['nice', 'yg', 'terbaik']","['nice', 'yg', 'baik']",3,4,Positif,nice yg baik
Jelek,1,2022-11-10 20:08:47,Jelek,jelek,['jelek'],['jelek'],['jelek'],-5,1,Negatif,jelek
Aplikasi yang memiliki banyak film yang bagus dan keren-keren dan jika berlanggannan terjangkau tetapi bisa ditingkatakan untuk menmbahkan fitur perceptab film dan mungkin juga tap2x dalam percepatannya sehingga kita akan lebih nyaman dalam menonton,5,2022-11-10 18:12:13,Aplikasi yang memiliki banyak film yang bagus dan keren-keren dan jika berlanggannan terjangkau tetapi bisa ditingkatakan untuk menmbahkan fitur perceptab film dan mungkin juga tap2x dalam percepatannya sehingga kita akan lebih nyaman dalam menonton,aplikasi yang memiliki banyak film yang bagus dan kerenkeren dan jika berlanggannan terjangkau tetapi bisa ditingkatakan untuk menmbahkan fitur perceptab film dan mungkin juga tapx dalam percepatannya sehingga kita akan lebih nyaman dalam menonton,"['aplikasi', 'yang', 'memiliki', 'banyak', 'film', 'yang', 'bagus', 'dan', 'kerenkeren', 'dan', 'jika', 'berlanggannan', 'terjangkau', 'tetapi', 'bisa', 'ditingkatakan', 'untuk', 'menmbahkan', 'fitur', 'perceptab', 'film', 'dan', 'mungkin', 'juga', 'tapx', 'dalam', 'percepatannya', 'sehingga', 'kita', 'akan', 'lebih', 'nyaman', 'dalam', 'menonton']","['aplikasi', 'memiliki', 'film', 'bagus', 'kerenkeren', 'berlanggannan', 'terjangkau', 'ditingkatakan', 'menmbahkan', 'fitur', 'perceptab', 'film', 'tapx', 'percepatannya', 'nyaman', 'menonton']","['aplikasi', 'milik', 'film', 'bagus', 'kerenkeren', 'berlanggannan', 'jangkau', 'ditingkatakan', 'menmbahkan', 'fitur', 'perceptab', 'film', 'tapx', 'cepat', 'nyaman', 'tonton']",-10,1,Negatif,aplikasi milik film bagus kerenkeren berlanggannan jangkau ditingkatakan menmbahkan fitur perceptab film tapx cepat nyaman tonton
